,parcel_id,beds,baths,square_feet,tax_value,tax_amount,fips,tax_rate,County
5127,12613270,1.0,1.0,669.0,225000.0,2929.55,6037.0,0.013020222222222223,Los Angeles
5128,12391528,3.0,2.0,1244.0,63845.0,1343.42,6037.0,0.021041898347560498,Los Angeles
5129,12028913,2.0,2.0,2080.0,755447.0,9157.54,6037.0,0.012122015177768924,Los Angeles
5130,12757588,3.0,1.0,1111.0,199011.0,4398.19,6037.0,0.022100235665365228,Los Angeles
5131,14477889,4.0,3.0,3403.0,888343.0,8521.6,6059.0,0.009592691111428806,Orange
5132,11457811,2.0,1.0,1308.0,811183.0,9799.68,6037.0,0.0120807265438255,Los Angeles
5133,11880582,3.0,3.0,1690.0,658213.0,7941.05,6037.0,0.012064559648624382,Los Angeles
5134,11630590,2.0,3.0,1585.0,775613.0,9460.49,6037.0,0.012197436092484268,Los Angeles
5135,11398720,2.0,1.0,862.0,58700.0,1093.69,6037.0,0.018631856899488927,Los Angeles
5136,10796189,4.0,3.0,2488.0,161703.0,2178.67,6037.0,0.01347328126256161,Los Angeles
5137,11265070,3.0,1.0,985.0,146850.0,2443.06,6037.0,0.016636431733060945,Los Angeles
5139,14650884,4.0,2.5,1754.0,703568.0,7727.66,6059.0,0.010983529665931366,Orange
5140,12947572,3.0,2.0,1103.0,46133.0,791.28,6037.0,0.017152147053085643,Los Angeles
5141,14398309,3.0,2.0,1696.0,750269.0,7540.08,6059.0,0.010049835459015366,Orange
5142,17090091,4.0,2.0,1339.0,363797.0,3862.68,6111.0,0.010617679640019022,Ventura
5144,10942804,2.0,1.0,1183.0,65395.0,746.59,6037.0,0.01141662206590718,Los Angeles
5145,12410483,4.0,3.0,2102.0,732000.0,8292.74,6037.0,0.011328879781420765,Los Angeles
5146,11976643,2.0,1.0,1064.0,144644.0,1756.31,6037.0,0.012142294184342246,Los Angeles
5148,11887196,4.0,3.0,2532.0,835275.0,10964.01,6037.0,0.013126227889018587,Los Angeles
5149,11245027,3.0,2.0,2690.0,106195.0,1351.97,6037.0,0.012731013701210039,Los Angeles
5150,10891438,1.0,2.0,1333.0,309651.0,3797.52,6037.0,0.012263871261516998,Los Angeles
5153,14698726,3.0,3.0,2090.0,862962.0,9108.86,6059.0,0.01055534310896656,Orange
5154,10964789,3.0,3.0,1499.0,244036.0,3058.39,6037.0,0.012532536183186086,Los Angeles
5155,11155831,3.0,3.0,1445.0,258967.0,3832.68,6037.0,0.014799877976730625,Los Angeles
5156,12107877,4.0,2.0,2776.0,1010000.0,11768.59,6037.0,0.011652069306930694,Los Angeles
5157,12589743,2.0,2.0,1135.0,178783.0,2391.18,6037.0,0.013374761582477081,Los Angeles
5158,12479817,3.0,2.0,1131.0,427488.0,5126.72,6037.0,0.011992664121565987,Los Angeles
5159,14387018,4.0,3.0,3217.0,727116.0,11329.92,6059.0,0.01558199792055188,Orange
5160,12479742,3.0,2.0,1188.0,115099.0,1610.3,6037.0,0.013990564644349647,Los Angeles
5161,14410153,4.0,3.0,2530.0,745156.0,8022.42,6059.0,0.01076609461642931,Orange
5162,14332587,4.0,6.0,2676.0,915333.0,10279.9,6059.0,0.0112307761219141,Orange
5163,10907769,2.0,2.0,1420.0,888886.0,10666.68,6037.0,0.012000054000175502,Los Angeles
5164,12948328,4.0,3.0,1563.0,332777.0,3898.24,6037.0,0.01171427111849677,Los Angeles
5165,12042884,2.0,2.0,1020.0,260385.0,2895.51,6037.0,0.011120110605449623,Los Angeles
5166,11154761,2.0,2.0,844.0,224000.0,3144.46,6037.0,0.014037767857142858,Los Angeles
5167,10969211,4.0,3.0,2072.0,450382.0,5505.51,6037.0,0.012224089772681856,Los Angeles
5168,10851364,3.0,3.0,2364.0,356219.0,4346.78,6037.0,0.012202549555189363,Los Angeles
5169,12706913,4.0,2.0,1816.0,109923.0,2011.58,6037.0,0.018299900839678685,Los Angeles
5170,14641915,3.0,3.0,1256.0,436000.0,4434.34,6059.0,0.010170504587155963,Orange
5171,11607337,1.0,1.0,1018.0,478636.0,5710.27,6037.0,0.011930297762809317,Los Angeles
5172,12157971,3.0,1.0,957.0,32049.0,704.71,6037.0,0.02198851758245187,Los Angeles
5173,12205557,2.0,1.0,1534.0,44060.0,710.71,6037.0,0.016130503858374945,Los Angeles
5174,13902464,3.0,2.5,1598.0,442099.0,5115.44,6059.0,0.011570802014933306,Orange
5176,11867234,3.0,1.0,1452.0,303255.0,3727.57,6037.0,0.01229186658093024,Los Angeles
5177,10779447,3.0,2.0,1624.0,520115.0,6331.1,6037.0,0.012172500312430905,Los Angeles
5179,12706563,5.0,3.0,2170.0,115312.0,2014.65,6037.0,0.01747129526848897,Los Angeles
5180,13864925,3.0,3.0,2144.0,205859.0,2585.8,6059.0,0.012561024779096373,Orange
5181,14724571,2.0,2.0,1520.0,425389.0,4915.08,6059.0,0.011554318517874227,Orange
5183,12047698,3.0,2.0,2635.0,1035884.0,11392.22,6037.0,0.010997582740924659,Los Angeles
5184,11564646,2.0,3.0,1277.0,590139.0,7125.39,6037.0,0.012074087630202377,Los Angeles
5185,11178480,4.0,3.0,2230.0,498000.0,6712.22,6037.0,0.01347835341365462,Los Angeles
5186,11850232,4.0,2.0,1974.0,540045.0,7370.3,6037.0,0.013647566406503163,Los Angeles
5187,11136092,5.0,5.0,3385.0,1024300.0,13473.87,6037.0,0.013154222395782487,Los Angeles
5188,11986224,2.0,2.0,1105.0,461862.0,5599.33,6037.0,0.012123383175060948,Los Angeles
5189,11213550,4.0,3.0,2671.0,261070.0,5160.62,6037.0,0.01976718887654652,Los Angeles
5190,14191282,4.0,2.0,1557.0,450841.0,5402.82,6059.0,0.011983870144906962,Orange
5192,12232798,4.0,2.0,1451.0,247490.0,3208.31,6037.0,0.012963392460301426,Los Angeles
5193,12719222,3.0,3.0,1400.0,338074.0,4461.7,6037.0,0.013197406484970746,Los Angeles
5194,14488093,3.0,2.0,1472.0,118872.0,1150.78,6059.0,0.009680833165085133,Orange
5195,14285999,4.0,3.0,2265.0,599000.0,6884.04,6059.0,0.011492554257095158,Orange
5196,12138584,2.0,3.0,1382.0,110618.0,1602.59,6037.0,0.014487605995407618,Los Angeles
5197,12557255,2.0,2.0,1410.0,442703.0,5350.31,6037.0,0.012085551712999461,Los Angeles
5198,12977690,3.0,1.0,1122.0,286062.0,8036.85,6037.0,0.02809478364830002,Los Angeles
5199,13868121,3.0,2.0,1417.0,606000.0,6835.06,6059.0,0.01127897689768977,Orange
5200,14355752,4.0,4.0,2653.0,814935.0,12716.96,6059.0,0.015604876462539956,Orange
5201,14616952,2.0,1.0,888.0,332571.0,3945.0,6059.0,0.011862128688310165,Orange
5202,14489062,3.0,2.5,2586.0,272919.0,2780.46,6059.0,0.010187857935871084,Orange
5203,14293854,4.0,3.5,2569.0,590769.0,6779.28,6059.0,0.011475348232557903,Orange
5204,11211697,4.0,3.0,1737.0,159153.0,2937.99,6037.0,0.01846016097717291,Los Angeles
5205,14724615,2.0,1.0,971.0,214985.0,2577.8,6059.0,0.011990603995627602,Orange
5206,13047201,3.0,3.0,1741.0,370796.0,4547.41,6037.0,0.012263913310823202,Los Angeles
5207,11005841,3.0,2.0,1855.0,83206.0,1165.7,6037.0,0.014009806985073193,Los Angeles
5208,11248566,3.0,2.0,1134.0,105326.0,1341.86,6037.0,0.012740064181683533,Los Angeles
5209,14624703,3.0,3.0,1741.0,319617.0,3697.86,6059.0,0.011569659936736781,Orange
5210,11490249,2.0,3.0,1387.0,575755.0,6834.26,6037.0,0.0118700836293215,Los Angeles
5212,11236366,4.0,3.0,2332.0,267500.0,5143.43,6037.0,0.01922777570093458,Los Angeles
5213,11285389,3.0,2.0,1363.0,69614.0,1615.89,6037.0,0.023212141235958286,Los Angeles
5214,12202531,2.0,1.0,912.0,30394.0,432.34,6037.0,0.014224517996973086,Los Angeles
5215,12088073,3.0,2.0,1377.0,64776.0,820.12,6037.0,0.012660862047671978,Los Angeles
5216,11504941,4.0,4.0,3101.0,1070161.0,11987.72,6037.0,0.011201791132362327,Los Angeles
5217,11469929,3.0,2.0,1376.0,315214.0,3951.21,6037.0,0.01253500796284429,Los Angeles
5218,11114165,3.0,3.0,1535.0,426404.0,6365.64,6037.0,0.014928659205823586,Los Angeles
5219,14602172,2.0,2.5,1228.0,364081.0,5343.46,6059.0,0.014676569224980156,Orange
5220,14198430,4.0,3.0,2137.0,287032.0,3259.96,6059.0,0.011357479305443296,Orange
5221,12198286,2.0,1.0,780.0,198820.0,2528.5,6037.0,0.012717533447339302,Los Angeles
5222,11144625,2.0,2.0,964.0,240600.0,3367.86,6037.0,0.013997755610972568,Los Angeles
5223,12267248,2.0,1.0,753.0,145621.0,2949.28,6037.0,0.020253122832558493,Los Angeles
5224,11748557,2.0,2.0,1130.0,421812.0,5115.96,6037.0,0.012128531193991637,Los Angeles
5225,14664836,2.0,2.5,1523.0,518401.0,5846.76,6059.0,0.011278450465952035,Orange
5226,12810197,3.0,2.0,1653.0,194895.0,2561.65,6037.0,0.0131437440673183,Los Angeles
5227,11171061,2.0,2.0,925.0,270000.0,4170.18,6037.0,0.015445111111111113,Los Angeles
5228,13966235,4.0,2.0,1480.0,494956.0,5591.68,6059.0,0.011297327439206717,Orange
5229,12249986,3.0,2.0,1339.0,434922.0,5339.57,6037.0,0.012277074969764693,Los Angeles
5230,10845739,4.0,3.0,1808.0,848000.0,10213.95,6037.0,0.012044752358490568,Los Angeles
5231,12115360,2.0,1.0,952.0,525000.0,6121.05,6037.0,0.011659142857142858,Los Angeles
5232,11460195,3.0,1.0,1275.0,96263.0,1264.97,6037.0,0.013140770597218038,Los Angeles
5233,11689964,2.0,1.0,1089.0,160051.0,2456.93,6037.0,0.015350919394443021,Los Angeles
5234,17208060,4.0,2.5,3447.0,850653.0,9200.84,6111.0,0.010816208254129475,Ventura
5236,12556277,2.0,2.0,964.0,337000.0,4087.9,6037.0,0.01213026706231454,Los Angeles
5237,12018835,1.0,1.0,941.0,456272.0,5692.14,6037.0,0.012475321737910721,Los Angeles
5238,11040773,3.0,2.0,1487.0,73473.0,951.26,6037.0,0.012947068991330149,Los Angeles
5239,11564117,2.0,2.0,957.0,529222.0,6389.07,6037.0,0.012072570679223463,Los Angeles
5240,14709613,2.0,1.0,823.0,144245.0,1760.18,6059.0,0.012202710665880967,Orange
5242,11204665,3.0,2.0,1194.0,124300.0,2339.24,6037.0,0.018819308125502813,Los Angeles
5243,11941478,2.0,1.0,847.0,420038.0,5056.87,6037.0,0.012039077416805146,Los Angeles
5244,12648530,5.0,3.0,2682.0,205881.0,2642.36,6037.0,0.012834404340371381,Los Angeles
5245,12200907,2.0,1.0,792.0,207778.0,3031.93,6037.0,0.014592160863999075,Los Angeles
5246,12704069,2.0,1.0,1382.0,34049.0,1093.12,6037.0,0.03210432024435372,Los Angeles
5247,17206234,3.0,2.0,1487.0,337000.0,3686.42,6111.0,0.01093893175074184,Ventura
5248,11966922,4.0,1.0,1026.0,518000.0,6277.17,6037.0,0.012118088803088803,Los Angeles
5249,10808647,1.0,1.0,929.0,158497.0,1980.8,6037.0,0.012497397427080639,Los Angeles
5250,10808647,1.0,1.0,929.0,158497.0,1980.8,6037.0,0.012497397427080639,Los Angeles
5252,11006492,3.0,3.0,2615.0,379359.0,4604.77,6037.0,0.012138291170105363,Los Angeles
5253,11333927,2.0,1.0,1373.0,111224.0,1337.03,6037.0,0.012021056606487808,Los Angeles
5254,17247481,3.0,2.5,1371.0,405208.0,4787.9,6111.0,0.011815906892262739,Ventura
5255,12568530,3.0,1.0,1006.0,184590.0,2372.21,6037.0,0.012851237878541633,Los Angeles
5256,17277043,3.0,2.5,1762.0,503886.0,5425.52,6111.0,0.01076735610832609,Ventura
5257,12173097,2.0,1.0,1232.0,546467.0,6473.3,6037.0,0.011845729019318641,Los Angeles
5258,12682935,3.0,3.0,1640.0,717000.0,8129.7,6037.0,0.011338493723849373,Los Angeles
5259,14294241,4.0,2.0,2064.0,106894.0,1469.14,6059.0,0.013743895822029301,Orange
5261,12460246,2.0,1.0,1330.0,503000.0,6086.59,6037.0,0.012100576540755468,Los Angeles
5262,17206239,3.0,1.5,1514.0,304473.0,3409.6,6111.0,0.011198365700735369,Ventura
5263,13095914,3.0,2.0,1125.0,206271.0,2616.97,6037.0,0.0126870476218179,Los Angeles
5264,14343889,4.0,3.0,3029.0,918287.0,9324.9,6059.0,0.010154668420657159,Orange
5265,10806334,4.0,3.0,2780.0,526225.0,6522.81,6037.0,0.012395477219820419,Los Angeles
5267,12554564,0.0,1.0,1620.0,456568.0,5663.27,6037.0,0.012404001156454241,Los Angeles
5268,14678079,2.0,2.0,851.0,100919.0,1435.6,6059.0,0.014225269770806289,Orange
5269,13095737,4.0,2.0,1250.0,367965.0,4310.08,6037.0,0.011713287948582066,Los Angeles
5270,12600263,2.0,3.0,1361.0,523236.0,6040.56,6037.0,0.011544618489553472,Los Angeles
5271,10863913,4.0,4.0,3709.0,1174249.0,14199.78,6037.0,0.012092648152138091,Los Angeles
5272,13093943,4.0,2.0,1433.0,407000.0,4892.37,6037.0,0.01202056511056511,Los Angeles
5273,11969057,2.0,1.0,865.0,37017.0,477.28,6037.0,0.012893535402652834,Los Angeles
5274,14403133,4.0,2.0,1016.0,82166.0,1589.68,6059.0,0.019347175230630675,Orange
5275,14472550,5.0,3.0,2714.0,489628.0,4590.74,6059.0,0.009375975230174744,Orange
5276,11198301,3.0,2.0,1229.0,103334.0,2283.04,6037.0,0.022093792943271334,Los Angeles
5277,14601576,3.0,3.0,1171.0,448000.0,4897.92,6059.0,0.010932857142857143,Orange
5278,11039084,4.0,2.0,1322.0,70359.0,968.2,6037.0,0.013760855043420174,Los Angeles
5279,11740653,4.0,2.0,1841.0,58929.0,919.85,6037.0,0.015609462234214055,Los Angeles
5280,14646835,2.0,2.0,1136.0,88020.0,849.58,6059.0,0.009652124517155192,Orange
5281,17126941,3.0,3.0,1598.0,413175.0,4380.7,6111.0,0.010602529194651177,Ventura
5282,14644631,3.0,2.0,1592.0,665750.0,6802.4,6059.0,0.010217649267743146,Orange
5283,12961909,2.0,2.0,1252.0,212937.0,2619.34,6037.0,0.012301009218689096,Los Angeles
5285,13044907,4.0,2.0,1857.0,71821.0,1202.22,6037.0,0.01673911530053884,Los Angeles
5286,13964880,3.0,2.0,1568.0,63304.0,600.6,6059.0,0.009487552129407304,Orange
5287,11141637,5.0,3.0,2960.0,401075.0,5673.03,6037.0,0.014144561490992956,Los Angeles
5288,11203528,3.0,2.0,1374.0,131020.0,2349.46,6037.0,0.01793207143947489,Los Angeles
5289,14445275,4.0,2.0,2349.0,795289.0,7997.16,6059.0,0.01005566529902966,Orange
5290,11203066,3.0,3.0,1854.0,190000.0,3953.07,6037.0,0.02080563157894737,Los Angeles
5291,10714186,5.0,3.0,2402.0,495141.0,6129.2,6037.0,0.012378696169373976,Los Angeles
5292,17178991,3.0,2.0,2621.0,381698.0,4672.06,6111.0,0.012240200367830066,Ventura
5293,10729754,3.0,2.0,1570.0,611000.0,7505.76,6037.0,0.012284386252045826,Los Angeles
5294,12599540,3.0,3.0,1375.0,400432.0,4596.79,6037.0,0.011479577056778678,Los Angeles
5295,12461858,4.0,2.0,1574.0,414352.0,5066.05,6037.0,0.012226440321272734,Los Angeles
5296,12640948,3.0,2.0,1666.0,323303.0,3975.66,6037.0,0.012297009307058702,Los Angeles
5297,11075120,3.0,2.0,1479.0,520771.0,6486.55,6037.0,0.012455666694189961,Los Angeles
5298,17052938,3.0,2.0,1500.0,282283.0,3653.48,6111.0,0.01294261432675719,Ventura
5299,11577250,3.0,3.0,1650.0,1000021.0,11894.59,6037.0,0.011894340218855404,Los Angeles
5300,12641113,4.0,2.0,1574.0,425717.0,5188.26,6037.0,0.012187110216411372,Los Angeles
5301,11027655,3.0,2.0,1220.0,288265.0,3567.93,6037.0,0.012377257037795084,Los Angeles
5302,13848154,3.0,1.0,1188.0,294408.0,3631.22,6059.0,0.01233397190293742,Orange
5303,10756874,3.0,2.0,1246.0,540000.0,6754.25,6037.0,0.01250787037037037,Los Angeles
5304,14723389,1.0,1.0,1013.0,275869.0,3285.94,6059.0,0.01191123323026509,Orange
5305,12653075,3.0,2.0,1504.0,104572.0,1301.53,6037.0,0.012446257124278009,Los Angeles
5306,11117773,4.0,3.0,2624.0,659634.0,13275.57,6037.0,0.020125660593601907,Los Angeles
5308,11033161,3.0,3.0,1802.0,395000.0,4894.05,6037.0,0.01239,Los Angeles
5309,14151415,4.0,3.0,1985.0,402929.0,4728.48,6059.0,0.011735268496434855,Orange
5310,14479383,5.0,3.0,2496.0,745584.0,7089.02,6059.0,0.009508009828537094,Orange
5311,10832740,3.0,3.0,1819.0,380722.0,4599.48,6037.0,0.01208094094903893,Los Angeles
5312,12933481,2.0,2.0,1950.0,797000.0,9498.04,6037.0,0.01191723964868256,Los Angeles
5313,11188960,4.0,3.0,2287.0,315837.0,4838.04,6037.0,0.01531815461773003,Los Angeles
5314,11596614,2.0,2.0,1083.0,548235.0,6370.5,6037.0,0.011620016963528414,Los Angeles
5315,11467730,1.0,1.0,722.0,228848.0,2719.49,6037.0,0.011883389848283576,Los Angeles
5316,12738952,3.0,2.0,1195.0,253006.0,3332.14,6037.0,0.013170201497197694,Los Angeles
5317,14676864,2.0,1.0,957.0,162779.0,1619.88,6059.0,0.00995140650821052,Orange
5318,11401121,2.0,2.0,981.0,152859.0,2080.99,6037.0,0.013613787869867,Los Angeles
5319,11247970,3.0,2.0,1134.0,87019.0,1131.61,6037.0,0.013004171502775256,Los Angeles
5320,11073777,2.0,1.0,1103.0,58144.0,736.46,6037.0,0.01266613924050633,Los Angeles
5321,11657855,3.0,3.0,1848.0,795779.0,9614.14,6037.0,0.01208141959011233,Los Angeles
5322,11134386,4.0,3.0,3041.0,559797.0,9411.36,6037.0,0.016812094384214278,Los Angeles
5323,14691159,3.0,2.5,1250.0,217133.0,2723.3,6059.0,0.012542082502429388,Orange
5324,14157369,4.0,2.5,2180.0,491684.0,6514.56,6059.0,0.013249485441869168,Orange
5325,11486717,3.0,2.0,1240.0,322750.0,4272.52,6037.0,0.013237862122385749,Los Angeles
5326,10816931,4.0,3.0,1855.0,120082.0,1589.42,6037.0,0.013236121983311405,Los Angeles
5327,14647154,3.0,2.5,1757.0,522752.0,8813.16,6059.0,0.016859160749265426,Orange
5328,14457117,3.0,2.5,2567.0,797786.0,12562.26,6059.0,0.01574640317077512,Orange
5329,12609858,4.0,3.0,3075.0,864745.0,9973.92,6037.0,0.011533943532486456,Los Angeles
5331,14752445,2.0,2.0,1017.0,193171.0,2593.62,6059.0,0.013426549533832717,Orange
5332,12753485,3.0,1.0,1000.0,41365.0,915.09,6037.0,0.022122325637616343,Los Angeles
5333,14489526,2.0,2.0,1503.0,107858.0,1110.16,6059.0,0.010292792375159933,Orange
5334,11820427,1.0,1.0,621.0,25425.0,897.24,6037.0,0.03528967551622419,Los Angeles
5335,17252669,2.0,2.0,982.0,292206.0,3565.1,6111.0,0.012200639275031998,Ventura
5336,14290974,5.0,4.0,3198.0,1087311.0,18863.08,6059.0,0.01734837594763596,Orange
5337,11121031,3.0,4.0,3010.0,779000.0,10310.05,6037.0,0.013234980744544286,Los Angeles
5338,12061523,1.0,1.0,642.0,155977.0,1745.08,6037.0,0.011188059778044199,Los Angeles
5339,10778563,3.0,1.0,1017.0,172272.0,2097.73,6037.0,0.01217684823999257,Los Angeles
5340,11084762,3.0,2.0,1550.0,497000.0,6156.57,6037.0,0.012387464788732394,Los Angeles
5341,14750793,2.0,1.0,856.0,137061.0,1874.7,6059.0,0.013677851467594721,Orange
5342,14630616,3.0,2.5,1266.0,377500.0,4367.94,6059.0,0.011570701986754965,Orange
5343,11824751,1.0,1.0,805.0,116532.0,1972.05,6037.0,0.016922819483060448,Los Angeles
5344,14700152,3.0,2.0,1095.0,176125.0,2317.16,6059.0,0.013156337828246982,Orange
5345,14733381,3.0,2.5,1472.0,376564.0,3754.5,6059.0,0.009970416715352504,Orange
5346,12153899,2.0,2.0,1350.0,73894.0,937.48,6037.0,0.01268682166346388,Los Angeles
5347,11640216,5.0,6.0,3784.0,330301.0,3991.05,6037.0,0.012083069684923751,Los Angeles
5349,17193423,4.0,3.0,2855.0,694978.0,7746.08,6111.0,0.01114579166534768,Ventura
5350,12032697,1.0,1.0,630.0,399000.0,4860.04,6037.0,0.012180551378446116,Los Angeles
5352,11482862,3.0,2.0,1645.0,656783.0,8295.25,6037.0,0.01263012288685913,Los Angeles
5353,12014050,1.0,2.0,1181.0,238361.0,2939.07,6037.0,0.012330330884666537,Los Angeles
5354,10778435,2.0,1.0,865.0,61256.0,840.67,6037.0,0.013723880109703539,Los Angeles
5355,11793961,2.0,2.0,1470.0,652500.0,7901.26,6037.0,0.012109210727969348,Los Angeles
5356,12042957,1.0,1.0,650.0,218621.0,2428.08,6037.0,0.011106343855347839,Los Angeles
5357,11465796,1.0,1.0,686.0,414468.0,5019.57,6037.0,0.012110874663423955,Los Angeles
5358,12271573,1.0,1.0,448.0,97071.0,1690.07,6037.0,0.017410658178034635,Los Angeles
5359,11117488,5.0,4.0,3762.0,804000.0,15856.43,6037.0,0.019721927860696518,Los Angeles
5360,17058859,3.0,2.0,1165.0,380000.0,4806.24,6111.0,0.012648,Ventura
5361,12926569,3.0,1.0,952.0,298700.0,3859.24,6037.0,0.01292012052226314,Los Angeles
5362,12819647,3.0,2.0,1202.0,50068.0,886.78,6037.0,0.01771151234321323,Los Angeles
5363,14612252,1.0,1.0,640.0,106103.0,1419.74,6059.0,0.013380771514471788,Orange
5364,12132158,3.0,2.0,1732.0,905412.0,10536.69,6037.0,0.011637453446607732,Los Angeles
5366,10872162,3.0,2.0,1335.0,377969.0,4736.64,6037.0,0.012531821392759724,Los Angeles
5367,14728010,1.0,1.0,702.0,261000.0,3159.34,6059.0,0.012104750957854406,Orange
5368,12547760,2.0,2.0,1384.0,588000.0,6926.31,6037.0,0.011779438775510204,Los Angeles
5370,14126152,2.0,2.0,1212.0,441137.0,5205.24,6059.0,0.011799599670850551,Orange
5371,14040266,3.0,2.0,1142.0,595431.0,6747.12,6059.0,0.011331489290950588,Orange
5372,12017556,2.0,2.0,1430.0,685325.0,8393.02,6037.0,0.012246773428665233,Los Angeles
5373,11465979,3.0,3.0,1414.0,546122.0,6537.56,6037.0,0.011970878301917887,Los Angeles
5374,14732301,3.0,2.5,1845.0,518346.0,4981.18,6059.0,0.009609758732584028,Orange
5375,11324801,4.0,3.0,2172.0,275000.0,5977.53,6037.0,0.021736472727272728,Los Angeles
5376,12449488,3.0,2.0,1290.0,442000.0,5286.18,6037.0,0.011959683257918553,Los Angeles
5377,14665064,1.0,1.0,648.0,190985.0,2190.44,6059.0,0.01146917297169935,Orange
5378,12525094,3.0,2.0,2014.0,324613.0,3968.0,6037.0,0.012223786478052327,Los Angeles
5379,12182033,2.0,1.0,1008.0,261000.0,3277.57,6037.0,0.012557739463601534,Los Angeles
5380,10859826,1.0,1.0,924.0,199655.0,2386.99,6037.0,0.01195557336405299,Los Angeles
5381,17300449,3.0,3.0,2906.0,1004808.0,11599.28,6111.0,0.011543777517694923,Ventura
5382,14018853,3.0,2.0,1614.0,677000.0,7684.34,6059.0,0.011350576070901034,Orange
5383,14498746,3.0,3.0,3410.0,883229.0,9047.2,6059.0,0.010243323079292007,Orange
5384,12597454,2.0,2.0,1280.0,506000.0,5764.95,6037.0,0.011393181818181818,Los Angeles
5385,14190616,4.0,3.0,3303.0,1150000.0,12939.08,6059.0,0.011251373913043478,Orange
5386,13041578,4.0,2.0,1430.0,113146.0,1620.56,6037.0,0.014322733459424107,Los Angeles
5387,14659744,2.0,2.0,1054.0,227118.0,2812.76,6059.0,0.012384575418945219,Orange
5388,17230678,4.0,3.0,1993.0,492000.0,5822.52,6111.0,0.01183439024390244,Ventura
5389,12512929,2.0,1.0,951.0,445887.0,5334.03,6037.0,0.011962739438467594,Los Angeles
5390,11240533,4.0,4.0,3757.0,361805.0,4316.1,6037.0,0.011929354210140823,Los Angeles
5391,12850046,3.0,1.0,1000.0,304113.0,3939.68,6037.0,0.012954658301355088,Los Angeles
5392,11103355,2.0,2.0,796.0,126483.0,1995.58,6037.0,0.01577745625894389,Los Angeles
5393,12017907,3.0,2.0,2014.0,373970.0,4701.35,6037.0,0.012571462951573657,Los Angeles
5394,11050820,3.0,2.0,1164.0,332872.0,4175.87,6037.0,0.01254497224158235,Los Angeles
5395,12557854,1.0,2.0,880.0,415000.0,5007.78,6037.0,0.012066939759036143,Los Angeles
5396,10899315,2.0,3.0,1380.0,388529.0,4727.03,6037.0,0.012166479207472285,Los Angeles
5397,14753395,3.0,2.5,1696.0,602000.0,6140.56,6059.0,0.010200265780730898,Orange
5398,10846684,3.0,2.0,1690.0,859491.0,10341.45,6037.0,0.012032063162965057,Los Angeles
5399,12595632,2.0,1.0,812.0,163247.0,2273.08,6037.0,0.013924176248261836,Los Angeles
5400,11268283,4.0,3.0,3522.0,589100.0,7856.87,6037.0,0.01333707350195213,Los Angeles
5401,11168881,1.0,1.0,760.0,258000.0,4074.1,6037.0,0.01579108527131783,Los Angeles
5402,11522744,4.0,2.0,2097.0,543996.0,6832.0,6037.0,0.012558915874381429,Los Angeles
5403,10735754,3.0,2.0,1976.0,791894.0,9743.76,6037.0,0.01230437407026698,Los Angeles
5404,14044310,2.0,1.5,1270.0,53772.0,930.84,6059.0,0.01731086810979692,Orange
5405,14658915,3.0,2.5,1749.0,334116.0,3220.36,6059.0,0.009638448921931306,Orange
5406,10995778,2.0,1.0,1018.0,344000.0,4199.8,6037.0,0.012208720930232559,Los Angeles
5407,12939879,3.0,2.0,1120.0,85496.0,1162.29,6037.0,0.013594671095723775,Los Angeles
5408,11290483,2.0,2.0,986.0,86194.0,1674.4,6037.0,0.019425946121539785,Los Angeles
5409,11323108,3.0,2.0,1757.0,440000.0,5496.12,6037.0,0.012491181818181818,Los Angeles
5410,14456415,3.0,2.5,1818.0,446696.0,6818.82,6059.0,0.015265012446943782,Orange
5411,13049036,4.0,2.0,2362.0,635283.0,7481.27,6037.0,0.011776279233034728,Los Angeles
5412,17060288,3.0,1.0,1088.0,335496.0,4253.94,6111.0,0.012679555046855997,Ventura
5413,10727981,4.0,2.0,1570.0,70164.0,999.5,6037.0,0.014245196967105639,Los Angeles
5414,12606536,3.0,3.0,1665.0,678000.0,7779.69,6037.0,0.011474469026548672,Los Angeles
5415,12491783,2.0,1.0,792.0,400640.0,4740.3,6037.0,0.01183181908945687,Los Angeles
5416,10800302,1.0,3.0,1562.0,321757.0,3994.17,6037.0,0.01241362270284718,Los Angeles
5417,13946866,3.0,2.0,1703.0,320119.0,4250.88,6059.0,0.01327906184887495,Orange
5418,10777550,4.0,3.0,2132.0,568184.0,6933.97,6037.0,0.012203740337637103,Los Angeles
5419,12318492,2.0,1.0,1358.0,410559.0,5107.84,6037.0,0.012441183849337123,Los Angeles
5420,12123524,4.0,3.0,2173.0,385570.0,4592.45,6037.0,0.011910807376092538,Los Angeles
5421,10739141,5.0,4.0,3242.0,1031000.0,11797.56,6037.0,0.011442832201745877,Los Angeles
5422,17225667,5.0,4.5,3415.0,1086317.0,12030.44,6111.0,0.011074520604943124,Ventura
5423,12291819,3.0,1.0,1404.0,51105.0,1092.4,6037.0,0.021375599256432835,Los Angeles
5424,12113061,3.0,3.0,1667.0,573615.0,6676.61,6037.0,0.011639531741673422,Los Angeles
5425,12826101,3.0,2.0,1386.0,369852.0,4538.99,6037.0,0.012272449520348679,Los Angeles
5426,12491826,2.0,2.0,1621.0,588000.0,7012.06,6037.0,0.011925272108843537,Los Angeles
5427,12139911,3.0,3.0,2263.0,847792.0,9849.42,6037.0,0.01161773170777738,Los Angeles
